"AAAA","BBB"
"GPSData(longitude=13.6725, latitude=52.5969, altitude=972.2, track=262.3, ground_speed=115.9)","AttitudeData(true_heading=262.3, pitch=2.22, roll=-0.01)",1744317982.051376
"GPSData(longitude=13.6707, latitude=52.5967, altitude=966.1, track=262.3, ground_speed=116.2)","AttitudeData(true_heading=262.3, pitch=2.42, roll=-0.02)",1744317983.132619
"GPSData(longitude=13.6689, latitude=52.5965, altitude=960.7, track=262.3, ground_speed=116.4)","AttitudeData(true_heading=262.3, pitch=2.62, roll=-0.02)",1744317984.214806
"GPSData(longitude=13.6671, latitude=52.5963, altitude=955.7, track=262.3, ground_speed=116.6)","AttitudeData(true_heading=262.3, pitch=2.81, roll=-0.03)",1744317985.2815711
"GPSData(longitude=13.6649, latitude=52.5961, altitude=950.3, track=262.3, ground_speed=116.8)","AttitudeData(true_heading=262.3, pitch=3.0, roll=-0.03)",1744317986.364693
"GPSData(longitude=13.6632, latitude=52.596, altitude=946.3, track=262.3, ground_speed=117.0)","AttitudeData(true_heading=262.3, pitch=3.15, roll=-0.04)",1744317987.449366
"GPSData(longitude=13.6614, latitude=52.5958, altitude=942.8, track=262.3, ground_speed=117.1)","AttitudeData(true_heading=262.3, pitch=3.28, roll=-0.04)",1744317988.532834
"GPSData(longitude=13.6596, latitude=52.5956, altitude=939.6, track=262.3, ground_speed=117.3)","AttitudeData(true_heading=262.3, pitch=3.43, roll=-0.05)",1744317989.625668
"GPSData(longitude=13.6577, latitude=52.5955, altitude=936.7, track=262.3, ground_speed=117.5)","AttitudeData(true_heading=262.3, pitch=3.54, roll=-0.05)",1744317990.72442
"GPSData(longitude=13.6559, latitude=52.5953, altitude=934.2, track=262.3, ground_speed=117.7)","AttitudeData(true_heading=262.3, pitch=3.63, roll=0.08)",1744317991.814965
"GPSData(longitude=13.6538, latitude=52.5951, altitude=931.6, track=262.4, ground_speed=117.8)","AttitudeData(true_heading=262.4, pitch=3.71, roll=0.49)",1744317992.898059
"GPSData(longitude=13.652, latitude=52.5949, altitude=929.6, track=262.5, ground_speed=118.0)","AttitudeData(true_heading=262.5, pitch=3.79, roll=0.93)",1744317993.981494
"GPSData(longitude=13.6502, latitude=52.5948, altitude=927.9, track=262.6, ground_speed=118.1)","AttitudeData(true_heading=262.6, pitch=3.85, roll=1.25)",1744317995.056344
"GPSData(longitude=13.6483, latitude=52.5946, altitude=926.3, track=262.7, ground_speed=118.2)","AttitudeData(true_heading=262.7, pitch=3.92, roll=1.39)",1744317996.148059
"GPSData(longitude=13.6465, latitude=52.5944, altitude=925.0, track=262.8, ground_speed=118.3)","AttitudeData(true_heading=262.8, pitch=3.97, roll=1.31)",1744317997.231429
"GPSData(longitude=13.6447, latitude=52.5943, altitude=923.8, track=262.9, ground_speed=118.3)","AttitudeData(true_heading=262.9, pitch=4.02, roll=1.13)",1744317998.322904
"GPSData(longitude=13.6429, latitude=52.5941, altitude=922.7, track=263.0, ground_speed=118.3)","AttitudeData(true_heading=263.0, pitch=4.07, roll=0.88)",1744317999.3563032
"GPSData(longitude=13.6407, latitude=52.5939, altitude=921.6, track=263.0, ground_speed=118.3)","AttitudeData(true_heading=263.0, pitch=4.1, roll=0.62)",1744318000.498027
"GPSData(longitude=13.6389, latitude=52.5938, altitude=920.7, track=263.0, ground_speed=118.3)","AttitudeData(true_heading=263.0, pitch=4.14, roll=0.37)",1744318001.5396411
"GPSData(longitude=13.6371, latitude=52.5936, altitude=920.0, track=263.0, ground_speed=118.3)","AttitudeData(true_heading=263.0, pitch=4.18, roll=0.15)",1744318002.631407
"GPSData(longitude=13.6353, latitude=52.5934, altitude=919.3, track=263.0, ground_speed=118.2)","AttitudeData(true_heading=263.0, pitch=4.21, roll=-0.03)",1744318003.6895301
"GPSData(longitude=13.6335, latitude=52.5933, altitude=918.7, track=263.0, ground_speed=118.2)","AttitudeData(true_heading=263.0, pitch=4.25, roll=-0.2)",1744318004.781326
"GPSData(longitude=13.6318, latitude=52.5931, altitude=918.2, track=263.0, ground_speed=118.1)","AttitudeData(true_heading=263.0, pitch=4.29, roll=-0.31)",1744318005.848077
"GPSData(longitude=13.6296, latitude=52.593, altitude=917.6, track=262.9, ground_speed=118.1)","AttitudeData(true_heading=262.9, pitch=4.32, roll=-0.4)",1744318006.931423
"GPSData(longitude=13.6277, latitude=52.5928, altitude=917.2, track=262.9, ground_speed=118.0)","AttitudeData(true_heading=262.9, pitch=4.35, roll=-0.47)",1744318008.006576
"GPSData(longitude=13.6259, latitude=52.5926, altitude=916.9, track=262.8, ground_speed=117.8)","AttitudeData(true_heading=262.8, pitch=4.34, roll=-0.52)",1744318009.1229959
"GPSData(longitude=13.6241, latitude=52.5925, altitude=916.5, track=262.8, ground_speed=117.4)","AttitudeData(true_heading=262.8, pitch=4.32, roll=-0.57)",1744318010.214547
"GPSData(longitude=13.6223, latitude=52.5923, altitude=915.9, track=262.7, ground_speed=116.8)","AttitudeData(true_heading=262.7, pitch=4.35, roll=-0.59)",1744318011.289658
"GPSData(longitude=13.6206, latitude=52.5922, altitude=915.3, track=262.7, ground_speed=116.2)","AttitudeData(true_heading=262.7, pitch=4.43, roll=-0.61)",1744318012.3563032
"GPSData(longitude=13.6184, latitude=52.592, altitude=914.5, track=262.6, ground_speed=115.4)","AttitudeData(true_heading=262.6, pitch=4.53, roll=-0.63)",1744318013.448159
"GPSData(longitude=13.6167, latitude=52.5918, altitude=913.7, track=262.5, ground_speed=114.8)","AttitudeData(true_heading=262.5, pitch=4.66, roll=-0.63)",1744318014.531502
"GPSData(longitude=13.6149, latitude=52.5916, altitude=913.1, track=262.5, ground_speed=114.1)","AttitudeData(true_heading=262.5, pitch=4.8, roll=-0.63)",1744318015.606522
"GPSData(longitude=13.6131, latitude=52.5915, altitude=912.5, track=262.4, ground_speed=113.3)","AttitudeData(true_heading=262.4, pitch=5.0, roll=-0.61)",1744318016.7077
"GPSData(longitude=13.6114, latitude=52.5913, altitude=912.0, track=262.4, ground_speed=112.6)","AttitudeData(true_heading=262.4, pitch=5.16, roll=-0.59)",1744318017.798203
"GPSData(longitude=13.6097, latitude=52.5912, altitude=911.6, track=262.3, ground_speed=111.9)","AttitudeData(true_heading=262.3, pitch=5.33, roll=-0.56)",1744318018.881273
"GPSData(longitude=13.6077, latitude=52.591, altitude=911.3, track=262.3, ground_speed=111.0)","AttitudeData(true_heading=262.3, pitch=5.49, roll=-0.53)",1744318019.964837
"GPSData(longitude=13.606, latitude=52.5908, altitude=911.2, track=262.2, ground_speed=110.3)","AttitudeData(true_heading=262.2, pitch=5.65, roll=-0.5)",1744318021.048554
"GPSData(longitude=13.6043, latitude=52.5906, altitude=911.2, track=262.2, ground_speed=109.7)","AttitudeData(true_heading=262.2, pitch=5.8, roll=-0.47)",1744318022.148205
"GPSData(longitude=13.6026, latitude=52.5905, altitude=911.3, track=262.1, ground_speed=109.1)","AttitudeData(true_heading=262.1, pitch=5.96, roll=-0.43)",1744318023.231542
"GPSData(longitude=13.6009, latitude=52.5903, altitude=911.5, track=262.1, ground_speed=108.5)","AttitudeData(true_heading=262.1, pitch=6.07, roll=-0.41)",1744318024.323222
"GPSData(longitude=13.5992, latitude=52.5902, altitude=911.8, track=262.0, ground_speed=108.0)","AttitudeData(true_heading=262.0, pitch=6.19, roll=-0.37)",1744318025.422967
"GPSData(longitude=13.5973, latitude=52.59, altitude=912.2, track=262.0, ground_speed=107.5)","AttitudeData(true_heading=262.0, pitch=6.27, roll=-0.34)",1744318026.540009
"GPSData(longitude=13.5956, latitude=52.5898, altitude=912.7, track=262.0, ground_speed=107.1)","AttitudeData(true_heading=262.0, pitch=6.33, roll=-0.32)",1744318027.598366
"GPSData(longitude=13.594, latitude=52.5896, altitude=913.1, track=262.0, ground_speed=106.6)","AttitudeData(true_heading=262.0, pitch=6.37, roll=-0.29)",1744318028.656518
"GPSData(longitude=13.5924, latitude=52.5895, altitude=913.5, track=261.9, ground_speed=106.1)","AttitudeData(true_heading=261.9, pitch=6.43, roll=-0.26)",1744318029.756371
"GPSData(longitude=13.5908, latitude=52.5893, altitude=913.8, track=261.9, ground_speed=105.5)","AttitudeData(true_heading=261.9, pitch=6.47, roll=-0.24)",1744318030.84
"GPSData(longitude=13.5888, latitude=52.5891, altitude=913.9, track=261.9, ground_speed=104.8)","AttitudeData(true_heading=261.9, pitch=6.54, roll=-0.21)",1744318031.931505
"GPSData(longitude=13.5872, latitude=52.589, altitude=914.0, track=261.9, ground_speed=104.1)","AttitudeData(true_heading=261.9, pitch=6.62, roll=-0.19)",1744318033.0065112
"GPSData(longitude=13.5856, latitude=52.5888, altitude=913.9, track=261.8, ground_speed=103.5)","AttitudeData(true_heading=261.8, pitch=6.73, roll=-0.16)",1744318034.098203
"GPSData(longitude=13.5841, latitude=52.5887, altitude=913.9, track=261.8, ground_speed=102.9)","AttitudeData(true_heading=261.8, pitch=6.85, roll=-0.14)",1744318035.1818082
"GPSData(longitude=13.5825, latitude=52.5885, altitude=913.8, track=261.8, ground_speed=102.4)","AttitudeData(true_heading=261.8, pitch=7.0, roll=-0.11)",1744318036.267049
"GPSData(longitude=13.5809, latitude=52.5883, altitude=913.7, track=261.8, ground_speed=101.9)","AttitudeData(true_heading=261.8, pitch=7.13, roll=-0.08)",1744318037.348209
"GPSData(longitude=13.5794, latitude=52.5882, altitude=913.7, track=261.8, ground_speed=101.4)","AttitudeData(true_heading=261.8, pitch=7.26, roll=-0.06)",1744318038.448266
"GPSData(longitude=13.5775, latitude=52.588, altitude=913.7, track=261.8, ground_speed=100.8)","AttitudeData(true_heading=261.8, pitch=7.34, roll=-0.06)",1744318039.535126
"GPSData(longitude=13.576, latitude=52.5878, altitude=913.6, track=261.8, ground_speed=100.4)","AttitudeData(true_heading=261.8, pitch=6.56, roll=-0.08)",1744318040.614924
"GPSData(longitude=13.5744, latitude=52.5877, altitude=912.7, track=261.8, ground_speed=100.0)","AttitudeData(true_heading=261.8, pitch=5.75, roll=-0.05)",1744318041.69831
"GPSData(longitude=13.5729, latitude=52.5875, altitude=910.5, track=261.8, ground_speed=99.6)","AttitudeData(true_heading=261.8, pitch=4.71, roll=0.03)",1744318042.782509
"GPSData(longitude=13.5714, latitude=52.5874, altitude=906.8, track=261.8, ground_speed=99.4)","AttitudeData(true_heading=261.8, pitch=3.75, roll=0.16)",1744318043.864921
"GPSData(longitude=13.5699, latitude=52.5872, altitude=902.0, track=261.8, ground_speed=99.2)","AttitudeData(true_heading=261.8, pitch=2.92, roll=0.26)",1744318044.951334
"GPSData(longitude=13.5683, latitude=52.5871, altitude=896.8, track=261.9, ground_speed=98.9)","AttitudeData(true_heading=261.9, pitch=2.69, roll=0.33)",1744318046.031625
"GPSData(longitude=13.5665, latitude=52.5869, altitude=891.1, track=261.9, ground_speed=98.4)","AttitudeData(true_heading=261.9, pitch=2.16, roll=0.38)",1744318047.114889
"GPSData(longitude=13.5651, latitude=52.5867, altitude=887.1, track=262.0, ground_speed=97.8)","AttitudeData(true_heading=262.0, pitch=1.47, roll=0.41)",1744318048.2002702
"GPSData(longitude=13.5636, latitude=52.5866, altitude=883.6, track=262.0, ground_speed=97.2)","AttitudeData(true_heading=262.0, pitch=0.51, roll=0.42)",1744318049.282835
"GPSData(longitude=13.5621, latitude=52.5864, altitude=879.9, track=262.0, ground_speed=96.6)","AttitudeData(true_heading=262.0, pitch=-0.29, roll=0.42)",1744318050.3575969
"GPSData(longitude=13.5606, latitude=52.5863, altitude=875.4, track=262.1, ground_speed=96.1)","AttitudeData(true_heading=262.1, pitch=-0.92, roll=0.42)",1744318051.4564931
"GPSData(longitude=13.5589, latitude=52.5861, altitude=868.9, track=262.1, ground_speed=95.7)","AttitudeData(true_heading=262.1, pitch=-1.19, roll=0.42)",1744318052.5582762
"GPSData(longitude=13.5574, latitude=52.586, altitude=862.7, track=262.2, ground_speed=95.4)","AttitudeData(true_heading=262.2, pitch=-1.16, roll=0.41)",1744318053.6505668
"GPSData(longitude=13.5559, latitude=52.5858, altitude=855.9, track=262.2, ground_speed=95.0)","AttitudeData(true_heading=262.2, pitch=-1.2, roll=0.39)",1744318054.739725
"GPSData(longitude=13.5545, latitude=52.5857, altitude=849.9, track=262.2, ground_speed=94.5)","AttitudeData(true_heading=262.2, pitch=-1.04, roll=0.35)",1744318055.833976
"GPSData(longitude=13.553, latitude=52.5855, altitude=844.5, track=262.3, ground_speed=94.0)","AttitudeData(true_heading=262.3, pitch=-1.2, roll=0.32)",1744318056.898357
"GPSData(longitude=13.5516, latitude=52.5854, altitude=839.2, track=262.3, ground_speed=93.4)","AttitudeData(true_heading=262.3, pitch=-1.49, roll=0.29)",1744318057.940384
"GPSData(longitude=13.5502, latitude=52.5853, altitude=833.7, track=262.3, ground_speed=92.9)","AttitudeData(true_heading=262.3, pitch=-1.73, roll=0.26)",1744318059.035588
"GPSData(longitude=13.5485, latitude=52.5851, altitude=826.7, track=262.4, ground_speed=92.4)","AttitudeData(true_heading=262.4, pitch=-1.83, roll=0.23)",1744318060.1161048
"GPSData(longitude=13.5471, latitude=52.585, altitude=820.7, track=262.4, ground_speed=92.0)","AttitudeData(true_heading=262.4, pitch=-1.79, roll=0.21)",1744318061.173048
"GPSData(longitude=13.5457, latitude=52.5848, altitude=814.4, track=262.4, ground_speed=91.6)","AttitudeData(true_heading=262.4, pitch=-1.66, roll=0.19)",1744318062.2097752
"GPSData(longitude=13.5443, latitude=52.5847, altitude=807.9, track=262.4, ground_speed=91.2)","AttitudeData(true_heading=262.4, pitch=-1.45, roll=0.17)",1744318063.298393
"GPSData(longitude=13.5429, latitude=52.5846, altitude=801.7, track=262.4, ground_speed=90.8)","AttitudeData(true_heading=262.4, pitch=-1.23, roll=0.15)",1744318064.382285
"GPSData(longitude=13.5415, latitude=52.5844, altitude=795.5, track=262.4, ground_speed=90.4)","AttitudeData(true_heading=262.4, pitch=-1.33, roll=0.14)",1744318065.466733
"GPSData(longitude=13.5402, latitude=52.5843, altitude=790.0, track=262.5, ground_speed=89.8)","AttitudeData(true_heading=262.5, pitch=-1.4, roll=0.12)",1744318066.5520582
"GPSData(longitude=13.5385, latitude=52.5841, altitude=784.1, track=262.5, ground_speed=88.8)","AttitudeData(true_heading=262.5, pitch=-1.92, roll=0.12)",1744318067.6397288
"GPSData(longitude=13.5372, latitude=52.584, altitude=779.8, track=262.5, ground_speed=88.0)","AttitudeData(true_heading=262.5, pitch=-2.64, roll=0.11)",1744318068.7231
"GPSData(longitude=13.5358, latitude=52.5839, altitude=775.9, track=262.5, ground_speed=87.2)","AttitudeData(true_heading=262.5, pitch=-3.59, roll=0.11)",1744318069.8156219
"GPSData(longitude=13.5345, latitude=52.5837, altitude=771.8, track=262.5, ground_speed=86.7)","AttitudeData(true_heading=262.5, pitch=-4.38, roll=0.11)",1744318070.8899999
"GPSData(longitude=13.5332, latitude=52.5836, altitude=767.2, track=262.5, ground_speed=86.5)","AttitudeData(true_heading=262.5, pitch=-5.01, roll=0.11)",1744318071.9580219
"GPSData(longitude=13.5318, latitude=52.5835, altitude=761.7, track=262.5, ground_speed=86.4)","AttitudeData(true_heading=262.5, pitch=-5.11, roll=0.11)",1744318073.039773
"GPSData(longitude=13.5305, latitude=52.5834, altitude=755.9, track=262.5, ground_speed=86.3)","AttitudeData(true_heading=262.5, pitch=-4.94, roll=0.1)",1744318074.123192
"GPSData(longitude=13.5289, latitude=52.5832, altitude=748.7, track=262.6, ground_speed=86.0)","AttitudeData(true_heading=262.6, pitch=-4.57, roll=0.08)",1744318075.2149482
"GPSData(longitude=13.5276, latitude=52.5831, altitude=742.9, track=262.6, ground_speed=85.6)","AttitudeData(true_heading=262.6, pitch=-4.06, roll=0.06)",1744318076.298321
"GPSData(longitude=13.5263, latitude=52.583, altitude=737.4, track=262.6, ground_speed=85.2)","AttitudeData(true_heading=262.6, pitch=-3.37, roll=0.04)",1744318077.38166
"GPSData(longitude=13.525, latitude=52.5828, altitude=732.3, track=262.6, ground_speed=84.8)","AttitudeData(true_heading=262.6, pitch=-2.78, roll=0.04)",1744318078.456668
"GPSData(longitude=13.5238, latitude=52.5827, altitude=727.9, track=262.6, ground_speed=84.5)","AttitudeData(true_heading=262.6, pitch=-2.24, roll=0.04)",1744318079.523393
"GPSData(longitude=13.5224, latitude=52.5826, altitude=723.9, track=262.6, ground_speed=84.2)","AttitudeData(true_heading=262.6, pitch=-1.74, roll=0.04)",1744318080.615068
"GPSData(longitude=13.5209, latitude=52.5824, altitude=720.2, track=262.6, ground_speed=83.8)","AttitudeData(true_heading=262.6, pitch=-1.34, roll=0.04)",1744318081.698316
"GPSData(longitude=13.5197, latitude=52.5823, altitude=717.6, track=262.6, ground_speed=83.4)","AttitudeData(true_heading=262.6, pitch=-1.03, roll=0.04)",1744318082.782444
"GPSData(longitude=13.5184, latitude=52.5822, altitude=715.4, track=262.6, ground_speed=82.9)","AttitudeData(true_heading=262.6, pitch=-0.76, roll=0.04)",1744318083.873336
"GPSData(longitude=13.5171, latitude=52.5821, altitude=713.5, track=262.6, ground_speed=82.4)","AttitudeData(true_heading=262.6, pitch=-0.63, roll=0.03)",1744318084.965035
"GPSData(longitude=13.5156, latitude=52.5819, altitude=711.4, track=262.6, ground_speed=81.9)","AttitudeData(true_heading=262.6, pitch=-0.51, roll=0.03)",1744318086.064995
"GPSData(longitude=13.5144, latitude=52.5818, altitude=709.8, track=262.6, ground_speed=81.6)","AttitudeData(true_heading=262.6, pitch=-0.32, roll=0.03)",1744318087.150652
"GPSData(longitude=13.5131, latitude=52.5817, altitude=708.2, track=262.6, ground_speed=81.3)","AttitudeData(true_heading=262.6, pitch=-0.09, roll=0.03)",1744318088.2164621
"GPSData(longitude=13.5119, latitude=52.5816, altitude=706.9, track=262.6, ground_speed=81.1)","AttitudeData(true_heading=262.6, pitch=0.16, roll=0.03)",1744318089.261717
"GPSData(longitude=13.5107, latitude=52.5815, altitude=705.6, track=262.6, ground_speed=80.8)","AttitudeData(true_heading=262.6, pitch=0.36, roll=0.03)",1744318090.303495
"GPSData(longitude=13.5094, latitude=52.5813, altitude=704.6, track=262.6, ground_speed=80.5)","AttitudeData(true_heading=262.6, pitch=0.48, roll=0.04)",1744318091.393259
"GPSData(longitude=13.5082, latitude=52.5812, altitude=703.6, track=262.6, ground_speed=80.3)","AttitudeData(true_heading=262.6, pitch=0.6, roll=0.03)",1744318092.481746
"GPSData(longitude=13.507, latitude=52.5811, altitude=702.7, track=262.6, ground_speed=80.1)","AttitudeData(true_heading=262.6, pitch=0.67, roll=0.03)",1744318093.556705
"GPSData(longitude=13.5057, latitude=52.581, altitude=701.9, track=262.6, ground_speed=79.9)","AttitudeData(true_heading=262.6, pitch=0.74, roll=0.03)",1744318094.631785
